date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
2020-01-02,AAPL,72.62084197998047,72.68128882574726,71.37321819790198,71.62709199861638,135480400.0,3.0,0.0,73.26631280127816,71.26933172997184,0.0,-66.66666666667388,100.0,72.62084197998047,72.62084197998047,12.470000267028809,0.0
2020-01-02,AMZN,94.90049743652344,94.90049743652344,93.2074966430664,93.75,80580000.0,3.0,0.0,73.26631280127816,71.26933172997184,0.0,-66.66666666667388,100.0,94.90049743652344,94.90049743652344,12.470000267028809,0.0
2020-01-02,BA,331.34857177734375,331.37839312756773,325.76181636345586,326.60676473216284,4544400.0,3.0,0.0,73.26631280127816,71.26933172997184,0.0,-66.66666666667388,100.0,331.34857177734375,331.34857177734375,12.470000267028809,0.0
2020-01-02,DIS,145.7698974609375,145.7698974609375,142.72073850769235,142.90761038825434,9502100.0,3.0,0.0,73.26631280127816,71.26933172997184,0.0,-66.66666666667388,100.0,145.7698974609375,145.7698974609375,12.470000267028809,0.0
2020-01-02,GOOGL,68.02601623535156,68.02601623535156,66.92313363598711,67.01856198170586,27278000.0,3.0,0.0,73.26631280127816,71.26933172997184,0.0,-66.66666666667388,100.0,68.02601623535156,68.02601623535156,12.470000267028809,0.0
2020-01-02,JPM,120.73356628417969,120.74213184327631,119.1675966682993,119.62112735376002,10803700.0,3.0,0.0,73.26631280127816,71.26933172997184,0.0,-66.66666666667388,100.0,120.73356628417969,120.73356628417969,12.470000267028809,0.0
2020-01-02,META,208.63540649414062,208.64534646939356,205.144563062988,205.6219398592188,12077100.0,3.0,0.0,73.26631280127816,71.26933172997184,0.0,-66.66666666667388,100.0,208.63540649414062,208.63540649414062,12.470000267028809,0.0
2020-01-02,MSFT,153.0422821044922,153.1470931177711,150.86032587757265,151.28909291774593,22622100.0,3.0,0.0,73.26631280127816,71.26933172997184,0.0,-66.66666666667388,100.0,153.0422821044922,153.0422821044922,12.470000267028809,0.0
2020-01-02,NVDA,5.971745491027832,5.971745491027832,5.892341675381345,5.942871419408177,237536000.0,3.0,0.0,73.26631280127816,71.26933172997184,0.0,-66.66666666667388,100.0,5.971745491027832,5.971745491027832,12.470000267028809,0.0
2020-01-02,TSLA,28.68400001525879,28.713333129882812,28.11400032043457,28.299999237060547,142981500.0,3.0,0.0,73.26631280127816,71.26933172997184,0.0,-66.66666666667388,100.0,28.68400001525879,28.68400001525879,12.470000267028809,0.0
2020-01-03,AAPL,71.91480255126953,72.6764311518872,71.68994210914916,71.84710239518715,146322800.0,4.0,-0.015840628208266594,73.26631280127816,71.26933172997184,0.0,-66.66666666667388,100.0,72.267822265625,72.267822265625,14.020000457763672,0.0
2020-01-03,AMZN,93.74849700927734,94.30999755859375,93.2249984741211,93.2249984741211,75288000.0,4.0,-0.025846163431808122,95.95367185097142,92.69532259482936,0.0,-66.66666666666667,100.0,94.32449722290039,94.32449722290039,14.020000457763672,0.0
2020-01-03,BA,330.7919006347656,332.90930760335885,328.34642846245924,328.67449366617245,3875900.0,4.0,-0.012489416660457664,331.8574880856704,330.28298432643896,0.0,66.66666666666667,100.0,331.0702362060547,331.0702362060547,14.020000457763672,0.0
2020-01-03,DIS,144.0977783203125,145.47481593222645,143.6551601599533,143.99941205863965,7320200.0,4.0,-0.03751549353967221,147.29857145720052,142.56910432404948,0.0,-66.66666666666667,100.0,144.933837890625,144.933837890625,14.020000457763672,0.0
2020-01-03,GOOGL,67.67015838623047,68.27801648199674,66.96439199217293,66.99819348601369,23408000.0,4.0,-0.007983990204635916,68.35134630729499,67.34482831428704,0.0,-66.66666666662127,100.0,67.84808731079102,67.84808731079102,14.020000457763672,0.0
2020-01-03,JPM,119.14028930664062,119.90676890453263,118.05516487377193,118.4168730180615,10386800.0,4.0,-0.03574659885507003,122.19016170566272,117.6836938851576,0.0,-66.66666666666666,100.0,119.93692779541016,119.93692779541016,14.020000457763672,0.0
2020-01-03,META,207.53146362304688,209.2520202365909,205.820846984823,206.079438098495,11188400.0,4.0,-0.02476794903097357,209.64464603897963,206.52222407820787,0.0,66.66666666669842,100.0,208.08343505859375,208.08343505859375,14.020000457763672,0.0
2020-01-03,MSFT,151.13665771484375,152.4039130274651,150.60307959140601,150.8508226765117,21116200.0,4.0,-0.0427543933575123,154.78442976629773,149.3945100530382,0.0,-66.66666666666471,100.0,152.08946990966797,152.08946990966797,14.020000457763672,0.0
