,Cumulative Return,Sharpe Ratio
A2C,0.5549271930652926,1.705388583741929
PPO,-0.0032460713917844553,-0.1182492599934166
TD3,0.38466820161013815,1.8846551398772882
DJI,0.13802750022957921,1.2070793699736015
