date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence,sentiment_score,sentiment_volatility
2020-01-02,AAPL,72.62081909179688,72.68126591851241,71.37319570293666,71.6270694236367,135480400.0,3.0,0.0,73.26624806371885,71.26939646753115,0.0,-66.66666666667389,100.0,72.62081909179688,72.62081909179688,12.470000267028809,0.0,0.0,0.0
2020-01-02,AMZN,94.90049743652344,94.90049743652344,93.2074966430664,93.75,80580000.0,3.0,0.0,73.26624806371885,71.26939646753115,0.0,-66.66666666667389,100.0,94.90049743652344,94.90049743652344,12.470000267028809,0.0,0.0,0.0
2020-01-02,BA,331.34857177734375,331.37839312756773,325.76181636345586,326.60676473216284,4544400.0,3.0,0.0,73.26624806371885,71.26939646753115,0.0,-66.66666666667389,100.0,331.34857177734375,331.34857177734375,12.470000267028809,0.0,-2.783217212354854,-1.578261211884452
2020-01-02,DIS,145.76991271972656,145.76991271972656,142.7207534473039,142.9076253474271,9502100.0,3.0,0.0,73.26624806371885,71.26939646753115,0.0,-66.66666666667389,100.0,145.76991271972656,145.76991271972656,12.470000267028809,0.0,0.1488085749567873,2.230375200467688
2020-01-02,GOOGL,68.02601623535156,68.02601623535156,66.92313363598711,67.01856198170586,27278000.0,3.0,0.0,73.26624806371885,71.26939646753115,0.0,-66.66666666667389,100.0,68.02601623535156,68.02601623535156,12.470000267028809,0.0,-1.1543139971817198,-1.578261211884452
2020-01-02,JPM,120.73354339599611,120.7421089534689,119.16757407698593,119.62110467646814,10803700.0,3.0,0.0,73.26624806371885,71.26939646753115,0.0,-66.66666666667389,100.0,120.73354339599611,120.73354339599611,12.470000267028809,0.0,0.8818150217846978,-1.578261211884452
2020-01-02,META,208.6353759765625,208.6453159503615,205.1445330560235,205.62190978242734,12077100.0,3.0,0.0,73.26624806371885,71.26939646753115,0.0,-66.66666666667389,100.0,208.6353759765625,208.6353759765625,12.470000267028809,0.0,0.0,0.0
2020-01-02,MSFT,153.04229736328125,153.14710838701015,150.86034091881393,151.2891080017366,22622100.0,3.0,0.0,73.26624806371885,71.26939646753115,0.0,-66.66666666667389,100.0,153.04229736328125,153.04229736328125,12.470000267028809,0.0,0.0,0.0
2020-01-02,NVDA,5.971747398376465,5.971747398376465,5.892343557368757,5.942873317534562,237536000.0,3.0,0.0,73.26624806371885,71.26939646753115,0.0,-66.66666666667389,100.0,5.971747398376465,5.971747398376465,12.470000267028809,0.0,0.0,0.0
2020-01-02,TSLA,28.68400001525879,28.713333129882812,28.11400032043457,28.299999237060547,142981500.0,3.0,0.0,73.26624806371885,71.26939646753115,0.0,-66.66666666667389,100.0,28.68400001525879,28.68400001525879,12.470000267028809,0.0,-0.3398623895951528,-1.578261211884452
2020-01-03,AAPL,71.91482543945312,72.67645428247283,71.68996492576686,71.84712526182395,146322800.0,4.0,-0.01583960117437755,73.26624806371885,71.26939646753115,0.0,-66.66666666667389,100.0,72.267822265625,72.267822265625,14.020000457763672,0.0,0.0,0.0
