date,a2c,ppo,tdr,dji
2023-04-12,1161812.1725898122,1006578.2539537416,1248994.7822766004,1015394.8332123252
2023-04-13,1177905.0897536762,1016867.2724125276,1281864.1395611463,1026958.9059698965
2023-04-14,1218203.703829726,1036500.8189819437,1288350.1504711804,1022636.6868637429
2023-04-17,1221125.1625847558,1038936.5151861941,1289404.0137219129,1025675.9737311874
2023-04-18,1231318.297190028,1044758.4207647196,1287295.2647595105,1025357.5688817201
2023-04-19,1225054.8186054637,1046570.8480359141,1281996.0834240613,1022954.8559450876
2023-04-20,1213165.6883624217,1043507.363957583,1257404.01577422,1019623.4523738372
2023-04-21,1214762.519262385,1039886.2329688288,1261668.5334362683,1020297.6313201919
2023-04-24,1215072.7660249127,1040851.3054761606,1255485.3557629285,1022302.6034341279
2023-04-25,1187338.7805098237,1030549.6778617006,1230071.2297634778,1011904.0503902492
2023-04-26,1182494.2850339783,1025239.1649473712,1243665.3094067273,1004994.5119075279
2023-04-27,1239934.5071488884,1038682.7242677333,1305931.65980193,1020816.6748419263
2023-04-28,1255294.0872967308,1044246.3939446704,1315253.5011257825,1029025.1777956883
2023-05-01,1277825.3598332603,1051698.1761152637,1314369.094868153,1027623.0647710438
2023-05-02,1255737.0920069588,1043698.9969521624,1302990.9138302503,1016542.5524327676
2023-05-03,1239073.0647093896,1034049.0539765079,1296280.1505322156,1008385.5648137768
2023-05-04,1218819.9366948174,1025861.7545454928,1287219.5125317273,999739.476224612
2023-05-05,1240703.1788650826,1049342.401947707,1316333.6911205945,1016236.1717575488
2023-05-08,1250341.974144654,1050265.5877456956,1321993.1763882337,1014555.6165802046
2023-05-09,1242741.2075427826,1044539.5236201845,1314621.4707302747,1012838.9888801144
2023-05-10,1242653.774160878,1048772.0731568132,1327505.011326283,1011919.1395500909
2023-05-11,1226536.4870897187,1047888.2144997315,1329163.038998097,1005225.0931313556
2023-05-12,1214075.659273156,1040477.3835996842,1317941.9224209485,1004956.7890079243
2023-05-15,1231603.1009681842,1042712.2277481026,1323743.2797131238,1006404.7589323994
2023-05-16,1226313.2731187276,1040376.2441563515,1328670.019756764,996250.9331997
2023-05-17,1256928.9801378278,1053669.547693537,1352929.0097241101,1008582.6669642059
2023-05-18,1279174.6892098817,1062910.513571997,1374658.2179608045,1012057.4175539506
2023-05-19,1268897.7120332154,1062027.5544408744,1371821.1738781629,1008759.4930560983
2023-05-22,1269089.6114223907,1056428.582063616,1385585.0001644788,1004532.9958076891
2023-05-23,1254388.135271878,1045674.9626006301,1366465.857746571,997559.7999318866
2023-05-24,1251217.2523233115,1042641.9970441039,1362789.5400280652,989846.5279194842
2023-05-25,1304731.2646595086,1050833.3426309265,1388580.976383656,988782.0937883233
2023-05-26,1330523.8380580987,1061191.8033668806,1423657.6546520886,998701.3891811431
2023-05-30,1339911.045878991,1068113.8939154495,1433807.1735272107,997175.6157762352
2023-05-31,1322285.9729991998,1061317.9501983093,1430369.001965016,993116.278126695
2023-06-01,1355253.9110332574,1075430.2822666839,1455596.267590016,997742.6381109032
2023-06-02,1367063.8599811639,1086230.2122237915,1472261.0821118054,1018903.4165276518
2023-06-05,1359513.5244899835,1078285.7709858993,1475026.0395092664,1012870.6996925938
2023-06-06,1358811.6589923943,1077759.8436565688,1479205.3104138074,1013185.2143680395
2023-06-07,1345073.668548211,1077579.2546028502,1454437.7361263928,1015953.7215467662
2023-06-08,1353528.3985363091,1085719.586519751,1473446.1366238294,1021041.479746752
2023-06-09,1355703.9059406365,1087833.7368036406,1484511.8925289807,1022344.3343918144
2023-06-12,1372076.9575801934,1095967.2307314589,1509600.5064816175,1028064.5405804683
2023-06-13,1387642.2298427667,1099018.5549723036,1524183.587749928,1032464.3273989318
2023-06-14,1399132.349067315,1100382.3841181626,1527610.227390736,1025439.0267680518
2023-06-15,1416860.0577846612,1111202.6511592772,1551265.890911549,1038377.3919118096
2023-06-16,1413405.5759769524,1108734.8108459685,1544069.2729077039,1035089.8412113483
2023-06-20,1420247.6960521783,1107315.0113203605,1555908.0915951428,1027688.6083091053
2023-06-21,1408222.1715999688,1103039.237208651,1527471.3410687146,1024599.8101359308
2023-06-22,1402786.793510064,1102301.2751809715,1549208.5793728528,1024454.6948565181
2023-06-23,1400024.630885705,1098216.9987752098,1536697.309689015,1017837.1551935414
2023-06-26,1376142.3330188836,1094073.004280329,1496910.9437374768,1017453.3246900738
2023-06-27,1398370.1728730134,1103254.4997989868,1526221.1114544568,1023851.9536512878
2023-06-28,1387987.689556653,1103987.5045296843,1532975.1184429822,1021616.4003135244
2023-06-29,1397986.1646701326,1122025.4488285964,1532339.5012478528,1029757.3557001835
2023-06-30,1424159.6302157869,1143678.361161566,1557857.6529888806,1038363.599476642
2023-07-03,1429927.9436160554,1143412.979836798,1573561.643963307,1038691.5529350715
2023-07-05,1437517.106724881,1136429.7717450622,1583954.4001965222,1034773.5582749838
2023-07-06,1425170.3895541658,1132523.054307318,1573109.4620175061,1023716.8585170822
2023-07-07,1429448.821507596,1133522.948006964,1566591.5452313123,1018061.9600983672
2023-07-10,1434889.6295520295,1129923.0260022643,1552709.986690968,1024384.9074922511
2023-07-11,1453864.4912997712,1136729.257874823,1563117.3501705823,1033952.1421361133
2023-07-12,1484919.4610949983,1145711.199960089,1588895.337055653,1036547.7133969696
2023-07-13,1508128.3463717927,1152378.7577908996,1616712.4069714246,1037987.5493212176
2023-07-14,1497499.1073886384,1155662.625993109,1618152.6588101087,1041424.5770113583
2023-07-17,1514213.5495501985,1179487.401635504,1632066.2538952527,1043727.795800286
2023-07-18,1524978.0184756746,1180562.3557218078,1649898.4342236219,1054790.507645312
2023-07-19,1532672.057934903,1186472.1557248596,1650384.4996761975,1058088.432143164
2023-07-20,1506709.167966031,1186104.2881711486,1590566.2361416516,1063036.7334986774
2023-07-21,1483245.706891202,1177174.9050076965,1574777.2325024304,1063112.5329500686
2023-07-24,1491152.6030627717,1190911.6990598205,1586315.550564259,1068651.669220625
2023-07-25,1496481.0308276643,1190152.9258512023,1591915.0158352552,1069461.4148374302
2023-07-26,1505304.7507678499,1196092.5833753112,1589869.3353619275,1071937.5695442283
2023-07-27,1521546.330693387,1186310.8176740173,1584735.4370007215,1064773.1657210598
2023-07-28,1553427.5268908967,1198134.4953931335,1628183.545750111,1070101.761058203
2023-07-31,1551523.993153714,1203785.6901257995,1625560.247440785,1073126.9018382959
2023-08-01,1553926.8055697908,1198239.405984259,1619163.2626080213,1075274.042130113
2023-08-02,1514445.217045926,1180781.3399518493,1579605.6255306897,1064767.1536339354
2023-08-03,1516255.9602252473,1180162.6201795104,1582699.173572987,1062756.4052009976
2023-08-04,1513788.26575961,1151391.7548535827,1577595.080944508,1058221.5232483284
2023-08-07,1531468.4967547883,1145227.0575879577,1588217.4212612805,1070519.4242872524
2023-08-08,1519606.1173678865,1144290.9104245666,1576884.1720089612,1065731.9167912996
2023-08-09,1485275.683339261,1130124.4926923278,1548453.2475552259,1059963.9675578347
2023-08-10,1492200.3225375642,1128492.9068845275,1556992.6193966565,1061557.0527617228
2023-08-11,1473843.366391324,1130620.5013059143,1544822.607319325,1064733.3209083534
2023-08-14,1500731.8328753938,1139228.4867414,1557636.8578381238,1065524.9123797244
2023-08-15,1477582.0666324128,1119047.1481107238,1533264.2056469617,1054623.3480464432
2023-08-16,1458910.524129056,1113688.7273725036,1511570.8214382825,1049171.5638652816
2023-08-17,1437020.5870791902,1100158.4716275695,1488457.22356078,1040392.3841709526
2023-08-18,1435140.521535855,1102823.6246045593,1480129.655971974,1041171.951468075
2023-08-21,1471373.1407095,1111781.613229132,1515363.0527157483,1040056.2967122962
2023-08-22,1447797.3628656892,1103713.9119046691,1512760.9655193982,1034779.2167099242
2023-08-23,1471509.7730948417,1120260.319177008,1537833.5344967542,1040336.625009976
2023-08-24,1453072.9331900566,1105429.284135199,1503208.5130352674,1029063.2543474758
2023-08-25,1444592.1080145577,1110587.0804379943,1516387.551220387,1036531.6811646379
2023-08-28,1460908.1588485343,1117894.09977088,1526558.2165569959,1042962.1388223924
2023-08-29,1490870.9485083588,1135738.897881842,1569220.062107533,1051795.0736486567
2023-08-30,1487004.0545111664,1144646.5509274963,1570826.398449391,1052928.7646658088
2023-08-31,1481182.0870047577,1138763.0010846618,1572668.6991009412,1047848.9046979273
2023-09-01,1474338.6498099335,1144638.54722724,1559656.6877941785,1051343.577694025
2023-09-05,1473996.4443808564,1139538.6763928893,1577325.2959255872,1045436.4073842104
2023-09-06,1461429.3291693695,1116905.873940802,1560126.5509457288,1039437.6411587956
2023-09-07,1450027.2709688423,1095574.1994260314,1552130.359486073,1041174.0733811778
2023-09-08,1446656.3205420654,1097289.699494696,1555078.796596974,1043463.3818508765
2023-09-11,1463723.3841491516,1102811.1088803771,1600480.0346798596,1046092.7858373146
2023-09-12,1461006.2924209412,1100094.5129254821,1579044.4147381482,1045557.7100832484
2023-09-13,1470430.233186322,1094539.935029364,1593724.4607815442,1043431.4352702745
2023-09-14,1493818.9314666565,1109518.9737332824,1614098.7022595105,1053437.9059263973
2023-09-15,1464788.8770461853,1104328.5176099304,1586439.752178639,1044720.2617120468
2023-09-18,1468899.6360412415,1114449.4038022521,1581317.3386883435,1044903.2177751245
2023-09-19,1463584.1773162659,1116717.2759488586,1579760.9865612683,1041687.1048157879
2023-09-20,1445339.3265853699,1102534.8669141296,1551839.0345730481,1039367.8537945288
2023-09-21,1427117.0696883972,1092595.7967389587,1527600.025791615,1028188.0830766703
2023-09-22,1428682.1839585998,1090582.413102484,1515839.1459850965,1024971.6164651497
2023-09-25,1437653.596363469,1097596.2671140197,1525225.696178883,1026270.4630521291
2023-09-26,1425390.1965133864,1079371.689286566,1501518.4717678723,1014561.2750151452
2023-09-27,1429762.022506215,1078288.7031339172,1499147.5386395154,1012490.7593631478
2023-09-28,1450845.5927026984,1086129.2357572082,1516619.7721905408,1015993.5663594726
2023-09-29,1440137.3104345864,1078744.3181088928,1517687.5298351941,1011200.0467763955
2023-10-02,1456368.635309083,1082971.616555548,1539951.5218624768,1008962.3715255294
2023-10-03,1430574.3598620729,1074008.0814221862,1509215.7356915174,995956.3409306075
2023-10-04,1443553.1157328766,1080572.5801709655,1540852.8422283826,999794.1744290374
2023-10-05,1451391.887120961,1087068.5401929382,1542014.299557179,999492.9806525143
2023-10-06,1487908.5165660752,1103780.5853742126,1572705.4144482312,1008184.5724893259
2023-10-09,1491741.7491557968,1106715.7738965515,1580605.8929562268,1014131.8233799695
2023-10-10,1504626.6733005417,1108548.5041287902,1588462.7399639783,1018195.4048557151
2023-10-11,1522774.335066594,1115481.1722806457,1604961.5184673963,1020174.206708051
2023-10-12,1515454.9652011765,1117091.135003424,1594981.5110974011,1014931.313083445
2023-10-13,1497340.6147716416,1118198.036591864,1569514.220600575,1016112.7471454078
2023-10-16,1514388.467966832,1117790.9558423522,1589472.0159725843,1025596.2841057746
2023-10-17,1504691.7985332382,1110103.3597577575,1588911.6396603284,1025991.9030153682
2023-10-18,1472940.2141330612,1098797.1687253478,1557141.205654591,1015955.489807685
2023-10-19,1460520.4174068344,1095305.4107526306,1529260.7584194837,1008383.5607847354
2023-10-20,1439622.0317919052,1078379.2800229553,1501521.108692616,999725.6837894445
2023-10-23,1453308.107018693,1072958.1299298767,1511944.2341122327,993965.5149040229
2023-10-24,1454971.128084687,1075489.3619626525,1520949.9270596204,1000151.1273665373
2023-10-25,1414123.7262562187,1063981.5916989807,1487732.690220326,996968.8471327826
2023-10-26,1385217.799678399,1051352.9894498351,1446758.32978484,989375.1095584994
2023-10-27,1382596.3764086694,1037054.4049390319,1461804.6638989148,978308.3896553906
2023-10-30,1405479.6109818122,1050174.1024259094,1477382.8009915052,993740.7099991972
2023-10-31,1407794.6378903054,1057290.102052069,1482736.2649883924,997480.1103064738
2023-11-01,1434839.4207497071,1067818.5056775573,1515594.0699124036,1004170.8559714936
2023-11-02,1453501.744918866,1088717.6497510436,1540598.6205181775,1021206.5174325182
2023-11-03,1478514.8275871705,1092942.1650861267,1556163.1137661634,1027913.4132139309
2023-11-06,1487185.0558472108,1105291.4909299377,1565602.1067623792,1028955.7440836052
2023-11-07,1494559.1877670716,1113034.6033719543,1581844.3022808728,1030668.12795749
2023-11-08,1502535.4403915834,1119370.8206571105,1587834.3785824475,1029450.975024965
2023-11-09,1515886.726486249,1116659.3703549865,1576192.3397335706,1022801.8424335703
2023-11-10,1542489.663330121,1138417.7786954406,1608147.8457913098,1034606.398676115
2023-11-13,1545123.8759994935,1131456.3738339904,1612652.4029812512,1036259.2510990625
2023-11-14,1576213.4703560304,1150002.949128485,1648908.863644093,1051041.4408450117
2023-11-15,1574662.1843910646,1155835.9461225036,1653295.2036709485,1055975.9497653577
2023-11-16,1587963.6750069093,1167704.7976239685,1658224.3988842664,1054595.5274079852
2023-11-17,1592130.0503273439,1172477.9428266052,1654814.103199452,1054650.2256124106
2023-11-20,1611207.165824933,1180457.8961270812,1674290.371937245,1060799.2940159338
2023-11-21,1600821.743408246,1176461.660470343,1669251.8492321668,1058905.604455829
2023-11-22,1602763.1352119874,1178797.7035687927,1675825.8080944715,1064480.813249131
2023-11-24,1593482.2120743226,1174721.7065213684,1670659.6092266736,1068015.2131738737
2023-11-27,1587679.90779881,1173284.154107428,1668673.4675182996,1066304.7154449695
2023-11-28,1588397.2634392213,1176067.5976727966,1685686.3252911267,1068824.9587906792
2023-11-29,1581486.3546143007,1176047.0267423156,1669862.5925335584,1069230.59784548
2023-11-30,1569970.0090675782,1183083.2400525573,1659217.6396450696,1084937.470167965
2023-12-01,1568281.7353744935,1189752.4446652893,1653255.9423641858,1093828.2860683084
2023-12-04,1554485.5318985414,1187414.9589017394,1633070.428463429,1092589.2067003886
2023-12-05,1556209.6594582032,1200301.5067761901,1644815.1414608655,1090178.4776475905
2023-12-06,1543463.6896095704,1190049.7557843688,1634894.3084988294,1088062.1050957625
2023-12-07,1569621.5830536317,1198637.639062262,1662484.9037823377,1089961.806742992
2023-12-08,1593496.6016388368,1210052.9215177062,1676218.2256359754,1093899.8416934942
2023-12-11,1575610.712913556,1203779.854256964,1655550.761829823,1098639.606144636
2023-12-12,1600432.4448128175,1214429.8857282165,1668105.9142574964,1103860.80910197
2023-12-13,1609319.8978653383,1226594.0393155578,1677712.7268414197,1119321.0679682952
2023-12-14,1620288.4418373536,1237942.173386908,1681953.0871777234,1124092.661115978
2023-12-15,1630136.7712364625,1241288.449052191,1694634.5393185315,1125807.049018904
2023-12-18,1656897.0702629518,1240833.337876654,1711706.0918621717,1125832.9835123816
2023-12-19,1673060.572856946,1251715.9964765075,1727387.5042233167,1133434.972970953
2023-12-20,1649890.245487256,1237179.339402533,1706033.466984242,1119072.4504830947
2023-12-21,1668589.2245598268,1240924.519669867,1727062.2251019177,1128800.4789865178
2023-12-22,1664103.6972923707,1237161.4712537292,1723938.3366131482,1128245.716594221
2023-12-26,1672749.2945938539,1239477.5951932434,1730386.6593517957,1133054.9147574457
2023-12-27,1681127.2522888612,1243565.1540769103,1737066.1879696546,1136410.484561255
2023-12-28,1685722.6239624452,1248226.790536261,1731764.2131085095,1138027.5002295792
