date,a2c,ppo,tdr,dji
2023-02-14,1163544.4684433748,1097268.2061456372,1216735.9296143283,1028756.873672257
2023-02-15,1158220.5933060457,1103998.544949577,1222507.4905503024,1029927.2266324615
2023-02-16,1128402.5000672152,1075477.1762347484,1185287.9060471286,1016914.3587619863
2023-02-17,1120065.1336960604,1078082.862741058,1186289.1617691745,1020832.7070742578
2023-02-21,1101217.9692368319,1051688.7720949245,1153748.2010758151,999795.35326965
2023-02-22,1098483.0885834505,1057037.7909515074,1155554.6651947726,997245.2852564409
2023-02-23,1107450.8348755648,1062946.503714607,1163038.2675278415,1000529.2994350643
2023-02-24,1090597.8161454012,1045029.6659164884,1138169.045230173,990359.5593540943
2023-02-27,1092324.948858719,1063581.917325012,1154061.0802948703,992537.4673859009
2023-02-28,1103017.9624085238,1061305.9268226393,1157996.8625366916,985524.3088133307
2023-03-01,1089673.2783646395,1047858.0116396482,1150145.406924509,985679.4442379508
2023-03-02,1099635.9694275667,1033528.1997440335,1148017.7768814792,995992.2955692922
2023-03-03,1135190.5026612093,1058227.006348808,1181483.1395066013,1007683.3294608418
2023-03-06,1134702.510176163,1050280.0772821652,1174533.2359040012,1008904.7262195725
2023-03-07,1124774.2488236239,1032793.1033964535,1155244.5757401218,991552.7818221834
2023-03-08,1124753.7212204745,1022230.9943851926,1148615.0544846286,989800.5531355923
2023-03-09,1106392.799818497,994621.0776994627,1116851.927424692,973397.4575472971
2023-03-10,1095249.3037934115,988599.632595184,1111454.5296204318,962979.3357492493
2023-03-13,1109066.5469116976,1000819.0725524594,1117869.299250864,960248.1978179425
2023-03-14,1154373.3738159945,1035220.2998210333,1157052.0039856662,970395.952521487
2023-03-15,1167188.241865616,1035865.9856322096,1150765.3416168918,961920.9726472434
2023-03-16,1210460.4754395296,1069199.3102573468,1185600.1471054782,973146.7181489939
2023-03-17,1192711.4454178622,1060575.7638970735,1168867.5620377292,961541.0323177975
2023-03-20,1182034.2115692904,1053821.00046718,1171764.8227799167,973087.2456400874
2023-03-21,1201484.4054856112,1092023.8683337725,1203414.4660675754,982624.1840802055
2023-03-22,1187779.2459702303,1071123.6026488664,1177894.3043244113,966614.8801985545
2023-03-23,1206184.3176941683,1080747.8852537249,1191923.6661637058,968882.498000981
2023-03-24,1212262.3030152132,1078989.284110193,1189886.019450449,972874.4649095105
2023-03-27,1201226.1429047396,1077467.4885849855,1189249.4813263644,978745.6805806402
2023-03-28,1193823.326681595,1069203.645999725,1185021.410037302,977604.0323893531
2023-03-29,1218454.4673905184,1093070.7676209256,1206744.520961069,987362.1802704284
2023-03-30,1232775.7544388582,1104838.714737522,1218272.7053559055,991630.3495344935
2023-03-31,1252341.6845001986,1137867.8040082129,1247014.0349304904,1004157.888724755
2023-04-03,1250696.6292710116,1110459.4503635443,1235293.021136545,1014026.1992610791
2023-04-04,1255034.615141373,1108813.0421484944,1233070.0493729343,1008027.6688037869
2023-04-05,1238440.4306244662,1084919.985925102,1214163.6738693942,1010452.1902917525
2023-04-06,1262643.8039231112,1097138.6972431333,1229803.60726478,1010529.7580040625
2023-04-10,1256449.831129532,1093288.9642649991,1224937.675372385,1013584.7234516549
2023-04-11,1238676.796492081,1082815.083548952,1219378.4976685275,1016550.3327808108
2023-04-12,1236369.4274582674,1067391.0029211862,1208591.5504944553,1015394.8332123252
2023-04-13,1269277.741476517,1097668.285318899,1236452.135249399,1026958.9059698965
2023-04-14,1273098.6680359652,1096078.579951162,1231437.0630753268,1022636.6868637429
2023-04-17,1274576.808310013,1105151.4099018534,1235532.7836716403,1025675.9737311874
2023-04-18,1272489.431395035,1099354.9602137848,1234515.2425873508,1025357.5688817201
2023-04-19,1272010.0451950838,1096717.9268197382,1228315.3894913425,1022954.8559450876
2023-04-20,1261323.2646469881,1058885.662317274,1203065.850383066,1019623.4523738372
2023-04-21,1265854.0811829378,1068888.5107335087,1207035.9780609836,1020297.6313201919
2023-04-24,1256854.7677674105,1056366.0644984548,1201320.4689133395,1022302.6034341279
2023-04-25,1225503.6242432406,1033307.8728936574,1176463.319865488,1011904.0503902492
2023-04-26,1269293.7598786165,1055914.482637365,1187716.1287796726,1004994.5119075279
2023-04-27,1352909.5138764193,1094272.9288134668,1244236.1847412814,1020816.6748419263
2023-04-28,1353896.5588669588,1097537.4192551859,1252243.20832374,1029025.1777956883
2023-05-01,1352419.982328873,1084777.3766473366,1247082.7252686252,1027623.0647710438
2023-05-02,1345588.4717469027,1083626.2302074106,1237561.941424631,1016542.5524327676
2023-05-03,1336952.889975052,1081023.730044914,1230738.9648163547,1008385.5648137768
2023-05-04,1331256.9969467928,1083372.7029737355,1220680.4791367282,999739.476224612
2023-05-05,1345173.4756455233,1113320.2943570479,1242685.8007538547,1016236.1717575488
2023-05-08,1342889.6169266512,1113859.7865572507,1246853.8280594577,1014555.6165802046
2023-05-09,1340806.4643006136,1107342.6162508733,1245843.199893259,1012838.9888801144
2023-05-10,1356979.500196915,1121947.6509873923,1254987.992106699,1011919.1395500909
2023-05-11,1361183.574942093,1128083.87121207,1258117.7487290134,1005225.0931313556
2023-05-12,1350044.5412506869,1113872.5297525518,1247025.0913727512,1004956.7890079243
2023-05-15,1363236.5144181063,1114054.196935253,1253761.2282288303,1006404.7589323994
2023-05-16,1370741.7238526156,1121742.8025972096,1256443.6823761691,996250.9331997
2023-05-17,1390752.8316788485,1146489.529570751,1283914.8456299533,1008582.6669642059
2023-05-18,1413401.210653763,1165303.4231893364,1301398.7794602145,1012057.4175539506
2023-05-19,1407007.5209793856,1167382.4103867777,1297917.7387726535,1008759.4930560983
2023-05-22,1414218.769613724,1185868.7584016034,1313060.010691904,1004532.9958076891
2023-05-23,1398633.2732147982,1168873.1826229016,1294786.9035828342,997559.7999318866
2023-05-24,1402744.5486435702,1163381.623319389,1287990.0397217502,989846.5279194842
2023-05-25,1429449.974516373,1185079.6693105008,1305147.035037302,988782.0937883233
2023-05-26,1470911.8860611727,1222822.8986795805,1338453.7317383518,998701.3891811431
2023-05-30,1471907.3032517245,1237575.5428611333,1347594.7476685275,997175.6157762352
2023-05-31,1467173.3368058016,1235003.8753932607,1347912.5174820651,993116.278126695
2023-06-01,1495738.944097977,1253753.729928684,1369515.246363901,997742.6381109032
2023-06-02,1506362.041777115,1274683.2213205374,1390437.7551758518,1018903.4165276518
2023-06-05,1505805.128950577,1283445.196498226,1390860.1925385226,1012870.6996925938
2023-06-06,1503599.2079605868,1288399.5842079276,1394883.0593979587,1013185.2143680395
2023-06-07,1461034.231710892,1268033.8157268483,1379044.8076737155,1015953.7215467662
2023-06-08,1472047.1396469881,1295251.8502599446,1400752.0230210056,1021041.479746752
2023-06-09,1474409.5874085238,1314770.9494552573,1411119.5129502048,1022344.3343918144
2023-06-12,1501350.3786835482,1338969.4183832968,1435941.9472992648,1028064.5405804683
2023-06-13,1507576.2447190096,1360813.948946529,1448676.0446274509,1032464.3273989318
2023-06-14,1516334.487745743,1362412.9330808676,1445922.142230295,1025439.0267680518
2023-06-15,1555574.1479630282,1382802.0363312948,1468046.5303910007,1038377.3919118096
2023-06-16,1540167.3264527132,1378226.2990403096,1463590.6045639743,1035089.8412113483
2023-06-20,1538184.782804947,1395968.8969529532,1468865.4573166599,1027688.6083091053
2023-06-21,1522601.3923172762,1357918.527014507,1441637.6861679782,1024599.8101359308
2023-06-22,1547825.9797043612,1385004.7242481648,1454398.5060227145,1024454.6948565181
2023-06-23,1544009.158247452,1359549.2268164097,1442378.4824860324,1017837.1551935414
2023-06-26,1508984.7570328524,1315689.4483471944,1406212.9355728854,1017453.3246900738
2023-06-27,1540004.6995835116,1346781.5991306722,1434571.7444336643,1023851.9536512878
2023-06-28,1538331.34980629,1360041.1681116598,1442645.3868210544,1021616.4003135244
2023-06-29,1531835.7152771761,1361527.213111904,1443193.3860504855,1029757.3557001835
2023-06-30,1558887.8626541903,1384143.0921749761,1461736.4663803806,1038363.599476642
2023-07-03,1552970.071592789,1413211.4839460028,1480126.644412302,1038691.5529350715
2023-07-05,1568501.805601578,1418175.8592666432,1493119.635325693,1034773.5582749838
2023-07-06,1564998.1026749422,1410356.9290336682,1481227.8685105075,1023716.8585170822
2023-07-07,1558102.4988999178,1400342.6177052571,1475171.8248474826,1018061.9600983672
2023-07-10,1550416.201254349,1377975.5774856603,1464557.805148386,1024384.9074922511
2023-07-11,1564581.9341110995,1382437.9647351338,1479275.6515610446,1033952.1421361133
2023-07-12,1598849.5679154207,1398617.1536377294,1498905.108310007,1036547.7133969696
2023-07-13,1624018.3086991122,1424638.1610394933,1522667.6671707858,1037987.5493212176
2023-07-14,1621849.330839615,1436951.8054797323,1521574.6473419894,1041424.5770113583
2023-07-17,1627217.5858139803,1454903.802443054,1530908.877841257,1043727.795800286
2023-07-18,1655101.4954666903,1488480.24843795,1546455.4287827243,1054790.507645312
2023-07-19,1659325.1288895418,1477999.8259637603,1543360.762530588,1058088.432143164
2023-07-20,1609918.9441666414,1403979.80638768,1491244.0156662692,1063036.7334986774
2023-07-21,1587400.9204087069,1391709.8456245267,1476950.2588379611,1063112.5329500686
2023-07-24,1585433.6026444247,1411649.920948242,1491631.379214548,1068651.669220625
2023-07-25,1601614.958311539,1416704.5732510833,1492745.4911148776,1069461.4148374302
2023-07-26,1583175.4756150057,1386484.1720798947,1506996.062518381,1071937.5695442283
2023-07-27,1593209.697233658,1354553.4072759626,1502251.4947998752,1064773.1657210598
2023-07-28,1641891.712355118,1394275.0067327574,1545321.6264069309,1070101.761058203
2023-07-31,1627824.9103989413,1392592.4229966123,1543018.8730347385,1073126.9018382959
2023-08-01,1632063.1809067538,1380023.7068279989,1536021.2392151584,1075274.042130113
2023-08-02,1591358.3871598055,1344473.4108217123,1497203.2523453464,1064767.1536339354
2023-08-03,1589756.1582016756,1353054.1047592657,1501883.6386597385,1062756.4052009976
2023-08-04,1606493.0385117342,1351438.4941081884,1504473.7358963718,1058221.5232483284
2023-08-07,1627472.7131943514,1353921.787927593,1521914.3931305637,1070519.4242872524
2023-08-08,1607356.0045761873,1340230.012194454,1510947.3968231906,1065731.9167912996
2023-08-09,1580344.8906540682,1315691.9652030142,1486782.7203095187,1059963.9675578347
2023-08-10,1583782.450560074,1323929.916264011,1495918.8593018283,1061557.0527617228
2023-08-11,1572873.292509537,1314494.315087734,1483422.8056824435,1064733.3209083534
2023-08-14,1591501.788969498,1316958.4514052847,1491561.7876160373,1065524.9123797244
2023-08-15,1570539.997297745,1296344.9138244588,1465492.0677674045,1054623.3480464432
2023-08-16,1549236.570433121,1279576.3485133168,1443383.509684824,1049171.5638652816
2023-08-17,1521736.9893021395,1258463.9746742514,1418619.59340217,1040392.3841709526
2023-08-18,1516398.8922409823,1250504.2583831518,1411901.156207346,1041171.951468075
2023-08-21,1542428.7849411776,1293162.616402561,1442795.959292673,1040056.2967122962
2023-08-22,1535673.7006516268,1296696.1465644566,1443386.7651856174,1034779.2167099242
2023-08-23,1560113.3066544344,1314936.9578917578,1460995.4845917453,1040336.625009976
2023-08-24,1525632.9978623202,1284343.854376476,1421755.4015076389,1029063.2543474758
2023-08-25,1531473.3014359286,1307720.2896944769,1440080.3324616184,1036531.6811646379
2023-08-28,1542079.167799454,1310192.6386982764,1450574.706622385,1042962.1388223924
2023-08-29,1570006.048002701,1356455.855254917,1487812.571994089,1051795.0736486567
2023-08-30,1565034.505766373,1356587.5089965092,1487397.5932800998,1052928.7646658088
2023-08-31,1568335.9882340243,1355431.6064944875,1484926.9050324191,1047848.9046979273
2023-09-01,1571617.2178635409,1333134.6608434485,1469666.1781037082,1051343.577694025
2023-09-05,1585117.475660782,1365747.5712972449,1486628.4734833469,1045436.4073842104
2023-09-06,1578270.5950455477,1355456.152672367,1472748.624011301,1039437.6411587956
2023-09-07,1575115.4856247713,1346823.8746953772,1469013.1965363254,1041174.0733811778
2023-09-08,1582776.2575211336,1352099.7229543494,1466983.2886994113,1043463.3818508765
2023-09-11,1617561.8087448885,1408245.0976796912,1512123.9161408176,1046092.7858373146
2023-09-12,1592828.446058731,1382758.7948613928,1493969.7660553684,1045557.7100832484
2023-09-13,1614161.999174576,1400357.908531742,1507315.7700073947,1043431.4352702745
2023-09-14,1634065.6904587557,1416976.0040593909,1525822.277652048,1053437.9059263973
2023-09-15,1587944.2829422762,1393179.2788396643,1501513.5448944797,1044720.2617120468
2023-09-18,1589481.0767044832,1373396.2052312659,1490042.259646677,1044903.2177751245
2023-09-19,1588986.2789597323,1374108.0286718176,1487511.4553559055,1041687.1048157879
2023-09-20,1558856.0335221102,1347407.8811956213,1463571.7928040256,1039367.8537945288
2023-09-21,1537088.9751114657,1331077.1082082556,1440107.9072296848,1028188.0830766703
2023-09-22,1536975.0393051913,1303928.2304998206,1424220.5437958469,1024971.6164651497
2023-09-25,1545872.30494545,1309417.6069341467,1432626.4674103488,1026270.4630521291
2023-09-26,1520970.5036530306,1290098.0808492468,1411006.1081803073,1014561.2750151452
2023-09-27,1520655.713766556,1285261.8584981726,1408773.9263642062,1012490.7593631478
2023-09-28,1535634.4328217318,1299087.854813175,1420307.3645508518,1015993.5663594726
2023-09-29,1532409.9203553011,1310485.4248891638,1422438.305941843,1011200.0467763955
2023-10-02,1559671.7978348543,1327415.581955509,1436316.5157807101,1008962.3715255294
2023-10-03,1522842.5432419588,1296648.2951665686,1410425.169879221,995956.3409306075
2023-10-04,1547014.779264908,1337766.332420902,1438364.0548432101,999794.1744290374
2023-10-05,1544912.0198120882,1337156.8140645789,1437168.915683054,999492.9806525143
2023-10-06,1585760.2411255648,1358596.28103693,1463074.22810676,1008184.5724893259
2023-10-09,1596455.3120560457,1363383.6362233923,1470339.801379465,1014131.8233799695
2023-10-10,1603314.8706497957,1367669.6883092688,1482803.180209421,1018195.4048557151
2023-10-11,1627082.681105118,1376523.3141027258,1498002.5619995822,1020174.206708051
2023-10-12,1618367.1750626375,1365542.1133733557,1483132.8898346652,1014931.313083445
2023-10-13,1591185.812117081,1343623.049545841,1455619.5374787082,1016112.7471454078
2023-10-16,1617719.8763871004,1360987.6727987097,1473946.3518250217,1025596.2841057746
2023-10-17,1619735.011686783,1361249.317566471,1477337.5194275607,1025991.9030153682
2023-10-18,1595154.4682602694,1332876.7828069495,1448841.1851227512,1015955.489807685
2023-10-19,1589549.9210190584,1293256.2391057776,1417337.6847565402,1008383.5607847354
2023-10-20,1564792.853193741,1265687.8040014075,1390791.0230744113,999725.6837894445
2023-10-23,1580816.2117600252,1271586.7104879187,1399696.658450388,993965.5149040229
2023-10-24,1584187.608335953,1282808.3350377844,1409024.5190918674,1000151.1273665373
2023-10-25,1565147.965834122,1299296.5744405554,1377011.9426071872,996968.8471327826
2023-10-26,1516541.0142121126,1255686.077141361,1344611.8942368259,989375.1095584994
2023-10-27,1546539.1412720492,1261066.4047399329,1358476.2981903781,978308.3896553906
2023-10-30,1582744.4353165438,1261777.4071508215,1371290.8838379611,993740.7099991972
2023-10-31,1583797.54373024,1271046.971359806,1380790.521441721,997480.1103064738
2023-11-01,1626091.3616928866,1299345.055115299,1409948.0022537936,1004170.8559714936
2023-11-02,1632703.5223374178,1330186.2949910925,1433405.9528458347,1021206.5174325182
2023-11-03,1650699.3863510897,1344768.9695134924,1449913.5731995334,1027913.4132139309
2023-11-06,1663152.0523819735,1352872.935463001,1453727.36683967,1028955.7440836052
2023-11-07,1681897.1800370028,1368131.2305710868,1465520.8999359836,1030668.12795749
2023-11-08,1688295.5267472079,1374801.3319962576,1469806.2200653781,1029450.975024965
2023-11-09,1681854.6637253573,1346805.1738846854,1458501.9836914768,1022801.8424335703
2023-11-10,1721900.466703873,1378001.6066849784,1486687.468997263,1034606.398676115
2023-11-13,1714619.123960953,1387513.9099228934,1500491.400042795,1036259.2510990625
2023-11-14,1743191.5302262118,1423194.9723313407,1535580.6795227756,1051041.4408450117
2023-11-15,1733059.5410294344,1434685.3876145438,1541731.4703095187,1055975.9497653577
2023-11-16,1749157.468214493,1434142.279734905,1540652.2229492893,1054595.5274079852
2023-11-17,1744169.7695603182,1420510.0244248465,1539383.6371338596,1054650.2256124106
2023-11-20,1770200.3662705233,1441844.4816239432,1563555.6934082736,1060799.2940159338
2023-11-21,1751797.6950974276,1441368.6460984305,1561417.4336731662,1058905.604455829
2023-11-22,1774958.6859879305,1440278.455668743,1568360.3459656467,1064480.813249131
2023-11-24,1768231.2146134188,1441808.5622819022,1565965.351229929,1068015.2131738737
2023-11-27,1765324.0618119051,1445583.8840897635,1563453.047763132,1066304.7154449695
2023-11-28,1780303.4924301913,1475154.3586991385,1583251.2338745822,1068824.9587906792
2023-11-29,1759474.838011246,1461243.8484147147,1570852.9869568576,1069230.59784548
2023-11-30,1751180.870420914,1454578.4760087088,1567739.6301758518,1084937.470167965
2023-12-01,1740736.716124039,1441776.7921403006,1563204.321566843,1093828.2860683084
2023-12-04,1718371.3289170077,1422959.1976731375,1547694.6673310031,1092589.2067003886
2023-12-05,1725302.3959641268,1436883.3397324637,1554203.2886994113,1090178.4776475905
2023-12-06,1710784.673872452,1428417.79139262,1549495.04552009,1088062.1050957625
2023-12-07,1736938.4678635409,1440112.707774456,1573046.4785492648,1089961.806742992
2023-12-08,1757396.7821488192,1451217.965220745,1590345.2746308078,1093899.8416934942
2023-12-11,1735365.8474259188,1436541.7618210868,1576689.7641480197,1098639.606144636
2023-12-12,1762346.5199112704,1439394.7089036063,1585930.3587830295,1103860.80910197
2023-12-13,1766282.127287369,1444128.7173569754,1594220.8221161594,1119321.0679682952
2023-12-14,1747126.9921402743,1446798.6425431326,1604553.2093537082,1124092.661115978
2023-12-15,1765411.8914780428,1463551.2828629569,1623814.7897827853,1125807.049018904
2023-12-18,1795833.821867447,1465919.515269573,1636093.7959015598,1125832.9835123816
2023-12-19,1809310.3125138094,1478089.976435955,1653537.7990448703,1133434.972970953
2023-12-20,1797461.4479965975,1451615.8141892508,1632344.465228342,1119072.4504830947
2023-12-21,1816148.596250992,1473002.1020615653,1653740.6892121066,1128800.4789865178
2023-12-22,1815960.5993485262,1471689.8150590018,1650096.7910492648,1128245.716594221
2023-12-26,1819695.7937607577,1479875.1110184744,1658803.859835886,1133054.9147574457
2023-12-27,1825003.6484360506,1487766.159739788,1664855.5598175754,1136410.484561255
2023-12-28,1829121.1786179354,1475698.431437786,1656543.9679444064,1138027.5002295792
