date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence,sentiment_score
2020-01-02,AAPL,72.62084197998047,72.68128882574726,71.37321819790198,71.62709199861638,135480400.0,3.0,0.0,73.26629885148625,71.26936093855281,0.0,-66.66666666665945,100.0,72.62084197998047,72.62084197998047,12.470000267028809,0.0,0.0
2020-01-02,AMZN,94.90049743652344,94.90049743652344,93.2074966430664,93.75,80580000.0,3.0,0.0,73.26629885148625,71.26936093855281,0.0,-66.66666666665945,100.0,94.90049743652344,94.90049743652344,12.470000267028809,0.0,0.0
2020-01-02,BA,331.34857177734375,331.37839312756773,325.76181636345586,326.60676473216284,4544400.0,3.0,0.0,73.26629885148625,71.26936093855281,0.0,-66.66666666665945,100.0,331.34857177734375,331.34857177734375,12.470000267028809,0.0,-1.0
2020-01-02,DIS,145.76991271972656,145.76991271972656,142.7207534473039,142.9076253474271,9502100.0,3.0,0.0,73.26629885148625,71.26936093855281,0.0,-66.66666666665945,100.0,145.76991271972656,145.76991271972656,12.470000267028809,0.0,-0.4
2020-01-02,GOOGL,68.02601623535156,68.02601623535156,66.92313363598711,67.01856198170586,27278000.0,3.0,0.0,73.26629885148625,71.26936093855281,0.0,-66.66666666665945,100.0,68.02601623535156,68.02601623535156,12.470000267028809,0.0,-0.8333333333333333
2020-01-02,JPM,120.73355102539062,120.7421165834047,119.16758160742371,119.62111223556542,10803700.0,3.0,0.0,73.26629885148625,71.26936093855281,0.0,-66.66666666665945,100.0,120.73355102539062,120.73355102539062,12.470000267028809,0.0,-0.25
2020-01-02,META,208.63540649414062,208.64534646939356,205.144563062988,205.6219398592188,12077100.0,3.0,0.0,73.26629885148625,71.26936093855281,0.0,-66.66666666665945,100.0,208.63540649414062,208.63540649414062,12.470000267028809,0.0,0.0
2020-01-02,MSFT,153.0423126220703,153.14712365624922,150.86035596005522,151.28912308572728,22622100.0,3.0,0.0,73.26629885148625,71.26936093855281,0.0,-66.66666666665945,100.0,153.0423126220703,153.0423126220703,12.470000267028809,0.0,0.0
2020-01-02,NVDA,5.971746921539307,5.971746921539307,5.892343086871904,5.942872843002966,237536000.0,3.0,0.0,73.26629885148625,71.26936093855281,0.0,-66.66666666665945,100.0,5.971746921539307,5.971746921539307,12.470000267028809,0.0,-1.0
2020-01-02,TSLA,28.68400001525879,28.713333129882812,28.11400032043457,28.299999237060547,142981500.0,3.0,0.0,73.26629885148625,71.26936093855281,0.0,-66.66666666665945,100.0,28.68400001525879,28.68400001525879,12.470000267028809,0.0,-0.5
2020-01-03,AAPL,71.9148178100586,72.67644657227763,71.68995732022762,71.84711763961168,146322800.0,4.0,-0.015840285863632175,73.26629885148625,71.26936093855281,0.0,-66.66666666665945,100.0,72.26782989501953,72.26782989501953,14.020000457763672,0.0,0.0
2020-01-03,AMZN,93.74849700927734,94.30999755859375,93.2249984741211,93.2249984741211,75288000.0,4.0,-0.025846163431808122,95.95367185097142,92.69532259482936,0.0,-66.66666666666667,100.0,94.32449722290039,94.32449722290039,14.020000457763672,0.0,0.0
2020-01-03,BA,330.7919006347656,332.90930760335885,328.34642846245924,328.67449366617245,3875900.0,4.0,-0.012489416660457664,331.8574880856704,330.28298432643896,0.0,66.66666666666667,100.0,331.0702362060547,331.0702362060547,14.020000457763672,0.0,0.0
2020-01-03,DIS,144.0977783203125,145.47481593222645,143.6551601599533,143.99941205863965,7320200.0,4.0,-0.037515835884306625,147.2986006657815,142.56909037425757,0.0,-66.66666666666667,100.0,144.93384552001953,144.93384552001953,14.020000457763672,0.0,-0.5166666666666667
2020-01-03,GOOGL,67.67015075683594,68.27800878406994,66.96438444234923,66.99818593237907,23408000.0,4.0,-0.007984161376938914,68.35135328219094,67.34481370999656,0.0,-66.66666666666667,100.0,67.84808349609375,67.84808349609375,14.020000457763672,0.0,-0.6666666666666666
2020-01-03,JPM,119.14032745361328,119.9068072969208,118.05520267330365,118.41691093340687,10386800.0,4.0,-0.03574540064884957,122.19009762260198,117.68378085640192,0.0,-66.66666666666588,100.0,119.93693923950195,119.93693923950195,14.020000457763672,0.0,-0.5
2020-01-03,META,207.53146362304688,209.2520202365909,205.820846984823,206.079438098495,11188400.0,4.0,-0.02476794903097357,209.64464603897963,206.52222407820787,0.0,66.66666666669842,100.0,208.08343505859375,208.08343505859375,14.020000457763672,0.0,0.0
2020-01-03,MSFT,151.13668823242188,152.40394380092795,150.60311000124383,150.8508531363739,21116200.0,4.0,-0.04275439335754072,154.78446028387586,149.39454057061633,0.0,-66.66666666666667,100.0,152.0895004272461,152.0895004272461,14.020000457763672,0.0,0.0
2020-01-03,NVDA,5.876162528991699,5.919971911233805,5.827125931377221,5.852017636623186,205384000.0,4.0,-0.002144521627671203,6.059131469557523,5.7887779809734825,0.0,-66.66666666666751,100.0,5.923954725265503,5.923954725265503,14.020000457763672,0.0,-1.0
2020-01-03,TSLA,29.534000396728516,30.266666412353516,29.128000259399414,29.366666793823242,266677500.0,4.0,0.019070521379131122,30.311082273490445,27.90691813849686,100.0,66.66666666666688,100.0,29.109000205993652,29.109000205993652,14.020000457763672,0.0,-0.5576923076923077
2020-01-06,AAPL,72.48785400390625,72.52654087038833,70.78325591626742,71.03471685901826,118387200.0,0.0,-0.00241385019590723,73.09151625630388,71.590826272993,45.64111705047468,-100.00000000000001,100.0,72.34117126464844,72.34117126464844,13.850000381469727,0.0,0.0
2020-01-06,AMZN,95.14399719238281,95.18450164794922,93.0,93.0,81236000.0,0.0,0.010341234840552715,96.08848420760899,93.10684355118008,55.617546194400376,62.73237247592869,100.0,94.59766387939453,94.59766387939453,13.850000381469727,0.0,0.0
2020-01-06,BA,331.7660827636719,332.8794536620254,325.94075633582884,327.35234074728356,5355000.0,0.0,0.014295333715324432,332.27967470217544,330.32469541501206,64.41735742599631,11.24692868220531,25.366662653753515,331.30218505859375,331.30218505859375,13.850000381469727,0.0,0.3888888888888889
2020-01-06,DIS,143.26171875,143.63549255656673,141.94369481227602,143.15352185907727,8262500.0,0.0,-0.07372877856448667,146.9306907563562,141.82224910366986,0.0,-100.0000000000013,100.0,144.37646993001303,144.37646993001303,13.850000381469727,0.0,-0.625
2020-01-06,GOOGL,69.47383880615234,69.49918423537012,67.14729221642911,67.17859859937674,46768000.0,0.0,0.04575885213729691,70.30069482883732,66.47930903672258,83.98264738250714,100.00000000000101,100.0,68.39000193277995,68.39000193277995,13.850000381469727,0.0,-0.4444444444444445
2020-01-06,JPM,119.04557037353516,119.0800262817841,117.55567429819558,117.60734501949032,10259000.0,0.0,-0.04848514680141136,121.53658879468806,117.74304377367132,0.0,-75.06911993069285,100.0,119.63981628417969,119.63981628417969,13.850000381469727,0.0,-0.5
2020-01-06,META,211.44003295898438,211.61904357143484,205.39320440469473,205.5722150171452,17058900.0,0.0,0.08964521805404502,213.2323162217037,205.17228582907754,78.55293227235315,100.00000000000001,100.0,209.20230102539062,209.20230102539062,13.850000381469727,0.0,0.0
2020-01-06,MSFT,151.52728271484375,151.59398723405667,149.12616718464912,149.66928270769137,20813700.0,0.0,-0.04236527179375571,153.91526515405084,149.8889238921731,17.49428145167407,-86.90072379030705,100.0,151.90209452311197,151.90209452311197,13.850000381469727,0.0,0.0
2020-01-06,NVDA,5.900805473327637,5.906032689136935,5.756683394717106,5.782819473763594,262636000.0,0.0,-0.001968369983663898,6.015489974197864,5.8169866417078975,21.054933086352534,-68.48003975343937,100.0,5.916238307952881,5.916238307952881,13.850000381469727,0.0,-1.0
2020-01-06,TSLA,30.1026668548584,30.104000091552734,29.333332061767578,29.364667892456055,151995000.0,0.0,0.04193394232393288,30.868157479367298,28.012287365196507,100.0,62.31531043216866,100.0,29.440222422281902,29.440222422281902,13.850000381469727,0.0,-0.6336996336996337
2020-01-07,AAPL,72.14693450927734,72.75381577050801,71.9269071243437,72.49752175701711,108872000.0,1.0,-0.0085568552112818,72.93531962060243,71.6499045310089,35.63211270650061,80.92641185255222,57.7351473560733,72.29261207580566,72.29261207580566,13.789999961853027,0.0,0.0
2020-01-07,AMZN,95.34300231933594,95.69450378417969,94.60199737548828,95.2249984741211,80898000.0,1.0,0.03373153988057709,96.21131282899324,93.35668414976652,58.982926288869066,132.56332650780274,100.0,94.78399848937988,94.78399848937988,13.789999961853027,0.0,0.0
2020-01-07,BA,335.28515625,342.15429069593097,328.7540072336429,332.2830289611392,9898600.0,1.0,0.15318202880814624,336.36007632498325,328.23577938790737,89.55666903328546,133.33333333333334,65.01425477732236,332.2979278564453,332.2979278564453,13.789999961853027,0.0,0.0079365079365079
2020-01-07,DIS,143.31089782714844,144.46171108424986,143.03549029597465,143.59615098995437,6906500.0,1.0,-0.0866166377766433,146.45204329877964,141.7681105098141,2.032288422832565,-33.208133906424905,31.921901407179476,144.11007690429688,144.11007690429688,13.789999961853027,0.0,-0.4166666666666667
2020-01-07,GOOGL,69.33963775634766,69.75663905800377,69.16319808583698,69.60554481533951,34330000.0,1.0,0.0642355171636666,70.45378427859862,66.80103749874513,78.8835451065241,100.2534067045776,100.0,68.62741088867188,68.62741088867188,13.789999961853027,0.0,0.0
2020-01-07,JPM,117.02173614501953,118.72693580111441,116.97006541924087,118.22743021678767,10531300.0,1.0,-0.12616094922822185,122.02714452296911,115.94344797581019,0.0,-108.93312304251357,100.0,118.98529624938965,118.98529624938965,13.789999961853027,0.0,-0.75
2020-01-07,META,211.8975067138672,213.4092175897688,210.59465672021256,211.65882590619583,14912400.0,1.0,0.15600250833975338,214.12951073086003,205.6226941641595,80.41563486481877,118.06454338341733,100.0,209.87610244750977,209.87610244750977,13.789999961853027,0.0,0.0
2020-01-07,MSFT,150.1457061767578,152.13710084875345,149.89797766820752,151.8036218417332,21634100.0,1.0,-0.09103132111860646,153.86857512515846,149.05741974788842,10.666398989636079,-67.98027812936853,49.47529990581223,151.46299743652344,151.46299743652344,13.789999961853027,0.0,0.0
2020-01-07,NVDA,5.972245216369629,6.018045791935149,5.884128876158687,5.929182638702775,314856000.0,1.0,0.0007392917006816546,6.028749100419969,5.831730969694167,51.60986170205483,76.49406063776914,4.663392808667605,5.930240035057068,5.930240035057068,13.789999961853027,0.0,-1.0
2020-01-07,TSLA,31.270666122436523,31.441999435424805,30.224000930786133,30.760000228881836,268231500.0,1.0,0.09347514860234085,32.06805372574715,27.727612968893965,100.0,123.01951943506407,100.0,29.897833347320557,29.897833347320557,13.789999961853027,0.0,-0.5952380952380952
2020-01-08,AAPL,73.30751037597656,73.60974457641883,71.8495328881936,71.8495328881936,132079200.0,2.0,0.034467255803150465,73.56040138495833,71.43078208672135,63.680920333983046,166.6666666666704,14.772063563021668,72.49559173583984,72.49559173583984,13.449999809265137,0.0,0.0
2020-01-08,AMZN,94.59850311279297,95.55000305175781,94.3219985961914,94.9020004272461,70160000.0,2.0,0.01610601111582355,95.99407482106727,93.49972400705772,45.600957692999465,51.05280251544749,63.21619263068546,94.7468994140625,94.7468994140625,13.449999809265137,0.0,0.0
2020-01-08,BA,329.41009521484375,332.05436618843447,327.6505748656441,330.434002028855,8239200.0,2.0,-0.008356085387333678,336.0846997118956,327.35602294435444,40.33764355219706,-53.86140372148019,51.155571544984035,331.720361328125,331.720361328125,13.449999809265137,0.0,0.119047619047619
2020-01-08,DIS,143.01580810546875,143.73384878991277,142.44533182070396,143.10434374355944,6984200.0,2.0,-0.10353850860030889,146.14323209387757,141.6392141951849,1.8046361639226944,-69.67065439013062,45.9656941921779,143.89122314453124,143.89122314453124,13.449999809265137,0.0,-0.2023809523809524
2020-01-08,GOOGL,69.83319091796875,70.1716609025224,69.21639136959885,69.3252356720482,35314000.0,2.0,0.09256275742055209,70.78294778735675,66.95418600170576,82.84604831340718,93.76027328964695,100.0,68.86856689453126,68.86856689453126,13.449999809265137,0.0,0.0
