,Cumulative Return,Sharpe Ratio
A2C,0.6667773598615341,2.4146984853439037
PPO,0.3444238000508879,1.5452400859429807
TD3,0.7153668305779532,2.4275499945219807
DJI,0.13802750022957921,1.2070793699736015
